subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
17,1,P,-1,1,64388,65059,671,671,1,803,495
17,1,P,-1,2,64388,65507,1119,197,3,953,390
17,1,P,-1,3,64388,65885,1497,127,5,833,300
17,1,P,-2,1,72320,73171,851,851,2,503,465
17,1,P,-2,2,72320,73451,1131,29,4,623,360
17,1,P,-2,3,72320,74123,1803,421,8,638,90
17,1,P,-3,1,80551,81156,605,605,6,998,210
17,1,P,-3,2,80551,81805,1254,399,7,458,180
17,1,P,-3,3,80551,82243,1692,188,9,818,120
17,1,T,1,1,92106,93147,1041,1041,8,638,90
17,1,T,1,2,92106,93740,1634,342,5,833,300
17,1,T,2,1,99007,99901,894,894,6,998,210
17,1,T,2,2,99007,101092,2085,941,4,623,360
17,1,T,3,1,107550,107941,391,391,4,623,360
17,1,T,3,2,107550,108587,1037,396,7,458,180
17,1,T,3,3,107550,109164,1614,327,2,503,465
17,1,T,4,1,115918,116580,662,662,8,638,90
17,1,T,4,2,115918,117115,1197,285,1,803,495
17,1,T,4,3,115918,118140,2222,774,5,833,300
17,1,T,5,1,125431,126236,805,805,3,953,390
17,1,T,5,2,125431,127004,1573,517,4,623,360
17,1,T,5,3,125431,127532,2101,278,1,803,495
17,1,T,5,4,125431,128188,2757,405,7,458,180
17,1,T,6,1,135431,136003,572,572,6,998,210
17,1,T,6,2,135431,136604,1173,350,1,803,495
17,1,T,6,3,135431,137068,1637,214,5,833,300
17,1,T,6,4,135431,137683,2252,365,8,638,90
17,1,T,7,1,146022,146604,582,582,5,833,300
17,1,T,7,2,146022,147083,1061,229,2,503,465
17,1,T,7,3,146022,147612,1590,278,1,803,495
17,1,T,7,4,146022,148236,2214,373,8,638,90
17,1,T,7,5,146022,148837,2815,351,6,998,210
17,1,T,8,1,157007,158164,1157,1157,4,623,360
17,1,T,8,2,157007,158892,1885,477,2,503,465
17,1,T,8,3,157007,159436,2429,293,7,458,180
17,1,T,8,4,157007,160076,3069,390,3,953,390
17,1,T,8,5,157007,160420,3413,92,1,803,495
17,1,T,9,1,169575,170236,661,661,3,953,390
17,1,T,9,2,169575,170812,1237,325,9,818,120
17,1,T,9,3,169575,173644,4069,2581,2,503,465
17,1,T,9,4,169575,174204,4629,308,4,623,360
17,1,T,9,5,169575,175123,5548,669,8,638,90
17,1,T,9,6,169575,175684,6109,310,7,458,180
17,1,T,10,1,184974,185715,741,741,3,953,390
17,1,T,10,2,184974,186300,1326,334,7,458,180
17,1,T,10,3,184974,186747,1773,197,8,638,90
17,1,T,10,4,184974,187396,2422,399,2,503,465
17,1,T,10,5,184974,187924,2950,277,9,818,120
17,1,T,10,6,184974,188364,3390,189,4,623,360
17,1,T,11,1,198927,199475,548,548,5,833,300
17,1,T,11,2,198927,199900,973,174,9,818,120
17,1,T,11,3,198927,201012,2085,861,1,803,495
17,1,T,11,4,198927,201796,2869,533,7,458,180
17,1,T,11,5,198927,202347,3420,301,4,623,360
17,1,T,11,6,198927,202973,4046,375,2,503,465
17,1,T,11,7,198927,203612,4685,388,8,638,90
17,1,T,12,1,213839,214523,684,684,5,833,300
17,1,T,12,2,213839,215259,1420,485,7,458,180
17,1,T,12,3,213839,215739,1900,229,9,818,120
17,1,T,12,4,213839,216332,2493,342,2,503,465
17,1,T,12,5,213839,216908,3069,325,8,638,90
17,1,T,12,6,213839,217444,3605,286,4,623,360
17,1,T,12,7,213839,218060,4221,366,6,998,210
17,1,T,13,1,229504,230068,564,564,5,833,300
17,1,T,13,2,229504,230948,1444,630,9,818,120
17,1,T,13,3,229504,231539,2035,341,2,503,465
17,1,T,13,4,229504,233004,3500,1214,6,998,210
17,1,T,13,5,229504,233588,4084,334,1,803,495
17,1,T,13,6,229504,235043,5539,1204,4,623,360
17,1,T,13,7,229504,235691,6187,397,7,458,180
17,1,T,13,8,229504,236980,7476,1039,3,953,390
17,1,T,14,1,248197,248989,792,792,5,833,300
17,1,T,14,2,248197,249909,1712,670,9,818,120
17,1,T,14,3,248197,250436,2239,277,3,953,390
17,1,T,14,4,248197,250779,2582,93,6,998,210
17,1,T,14,5,248197,251508,3311,477,2,503,465
17,1,T,14,6,248197,255540,7343,3781,4,623,360
17,1,T,14,7,248197,256044,7847,253,7,458,180
17,1,T,14,8,248197,256829,8632,535,3,953,390
