subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
13,1,P,-1,1,89156,90459,1303,1303,1,803,495
13,1,P,-1,2,89156,91234,2078,521,3,953,390
13,1,P,-1,3,89156,91979,2823,490,5,833,300
13,1,P,-2,1,101119,102099,980,980,2,503,465
13,1,P,-2,2,101119,102882,1763,528,4,623,360
13,1,P,-2,3,101119,103545,2426,410,8,638,90
13,1,P,-3,1,110126,111041,915,915,6,998,210
13,1,P,-3,2,110126,111897,1771,604,7,458,180
13,1,P,-3,3,110126,112704,2578,554,9,818,120
13,1,T,1,1,122134,123345,1211,1211,8,638,90
13,1,T,1,2,122134,124145,2011,545,5,833,300
13,1,T,2,1,129669,130890,1221,1220,6,998,210
13,1,T,2,2,129669,132019,2350,874,4,623,360
13,1,T,3,1,139142,139867,725,725,4,623,360
13,1,T,3,2,139142,140625,1483,504,7,458,180
13,1,T,3,3,139142,141308,2166,429,2,503,465
13,1,T,4,1,147678,148514,836,836,8,638,90
13,1,T,4,2,147678,149243,1565,475,1,803,495
13,1,T,4,3,147678,149747,2069,249,5,833,300
13,1,T,5,1,167982,169268,1286,1286,3,953,390
13,1,T,5,2,167982,170282,2300,760,4,623,360
13,1,T,5,3,167982,171044,3062,507,1,803,495
13,1,T,5,4,167982,171906,3924,608,7,458,180
13,1,T,6,1,185808,186641,833,833,6,998,210
13,1,T,6,2,185808,187523,1715,628,1,803,495
13,1,T,6,3,185808,187996,2188,219,5,833,300
13,1,T,6,4,185808,188641,2833,392,8,638,90
13,1,T,7,1,197183,198402,1219,1219,5,833,300
13,1,T,7,2,197183,199267,2084,611,2,503,465
13,1,T,7,3,197183,200363,3180,843,1,803,495
13,1,T,7,4,197183,201641,4458,1024,8,638,90
13,1,T,7,5,197183,203435,6252,1540,6,998,210
13,1,T,8,1,212715,214445,1730,1730,4,623,360
13,1,T,8,2,212715,214908,2193,210,2,503,465
13,1,T,8,3,212715,215570,2855,408,7,458,180
13,1,T,8,4,212715,216458,3743,634,3,953,390
13,1,T,8,5,212715,216899,4184,186,1,803,495
13,1,T,9,1,226162,227412,1250,1249,3,953,390
13,1,T,9,2,226162,228195,2033,531,9,818,120
13,1,T,9,3,226162,228956,2794,507,2,503,465
13,1,T,9,4,226162,229410,3248,201,4,623,360
13,1,T,9,5,226162,229802,3640,139,8,638,90
13,1,T,9,6,226162,230402,4240,347,7,458,180
13,1,T,10,1,240057,241259,1202,1202,3,953,390
13,1,T,10,2,240057,242459,2402,946,7,458,180
13,1,T,10,3,240057,243026,2969,313,8,638,90
13,1,T,10,4,240057,243899,3842,619,2,503,465
13,1,T,10,5,240057,245753,5696,1602,9,818,120
13,1,T,10,6,240057,246355,6298,349,4,623,360
13,1,T,11,1,256623,257802,1179,1179,5,833,300
13,1,T,11,2,256623,258338,1715,283,9,818,120
13,1,T,11,3,256623,259044,2421,453,1,803,495
13,1,T,11,4,256623,260562,3939,1265,7,458,180
13,1,T,11,5,256623,261683,5060,867,2,503,465
13,1,T,11,6,256623,262777,6154,841,8,638,90
13,1,T,11,7,256623,263379,6756,348,4,623,360
13,1,T,12,1,273840,274675,835,835,5,833,300
13,1,T,12,2,273840,275571,1731,643,7,458,180
13,1,T,12,3,273840,276186,2346,362,9,818,120
13,1,T,12,4,273840,277131,3291,693,2,503,465
13,1,T,12,5,273840,277681,3841,297,8,638,90
13,1,T,12,6,273840,278211,4371,277,4,623,360
13,1,T,12,7,273840,279242,5402,778,6,998,210
13,1,T,13,1,291022,291530,508,508,5,833,300
13,1,T,13,2,291022,292282,1260,499,8,638,90
13,1,T,13,3,291022,294315,3293,1780,1,803,495
13,1,T,13,4,291022,295330,4308,761,2,503,465
13,1,T,13,5,291022,296146,5124,562,9,818,120
13,1,T,13,6,291022,297801,6779,1402,6,998,210
13,1,T,13,7,291022,298873,7851,818,7,458,180
13,1,T,13,8,291022,299394,8372,268,4,623,360
13,1,T,14,1,310823,312113,1290,1290,9,818,120
13,1,T,14,2,310823,312562,1739,195,5,833,300
13,1,T,14,3,310823,313090,2267,275,3,953,390
13,1,T,14,4,310823,313483,2660,139,6,998,210
13,1,T,14,5,310823,314610,3787,874,7,458,180
13,1,T,14,6,310823,315263,4440,399,2,503,465
13,1,T,14,7,310823,315619,4796,102,4,623,360
13,1,T,14,8,310823,316324,5501,452,3,953,390
