subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
16,1,P,-1,1,40101,41574,1473,1473,1,803,495
16,1,P,-1,2,40101,42565,2464,737,3,953,390
16,1,P,-1,3,40101,43212,3111,392,5,833,300
16,1,P,-1,4,40101,45800,5699,2335,1,803,495
16,1,P,-1,5,40101,46507,6406,451,3,953,390
16,1,P,-1,6,40101,47049,6948,287,5,833,300
16,1,P,-1,7,40101,54825,14724,7521,1,803,495
16,1,P,-1,8,40101,56192,16091,1112,3,953,390
16,1,P,-1,9,40101,56877,16776,431,5,833,300
16,1,P,-2,1,65069,66389,1320,1320,2,503,465
16,1,P,-2,2,65069,67770,2701,1126,4,623,360
16,1,P,-2,3,65069,68496,3427,470,8,638,90
16,1,P,-3,1,75020,76186,1166,1165,6,998,210
16,1,P,-3,2,75020,77761,2741,1320,7,458,180
16,1,P,-3,3,75020,78301,3281,286,9,818,120
16,1,T,1,1,86638,87655,1017,1017,8,638,90
16,1,T,1,2,86638,88315,1677,406,5,833,300
16,1,T,2,1,93708,94665,957,957,6,998,210
16,1,T,2,2,93708,95298,1590,378,4,623,360
16,1,T,3,1,101868,102787,919,919,4,623,360
16,1,T,3,2,101868,103602,1734,560,7,458,180
16,1,T,3,3,101868,104181,2313,324,2,503,465
16,1,T,4,1,110768,112025,1257,1257,8,638,90
16,1,T,4,2,110768,113032,2264,751,1,803,495
16,1,T,4,3,110768,113691,2923,404,5,833,300
16,1,T,5,1,121221,121976,755,755,3,953,390
16,1,T,5,2,121221,122771,1550,541,4,623,360
16,1,T,5,3,121221,123574,2353,549,1,803,495
16,1,T,5,4,121221,124410,3189,581,7,458,180
16,1,T,6,1,131933,132936,1003,1003,6,998,210
16,1,T,6,2,131933,133966,2033,775,1,803,495
16,1,T,6,3,131933,134571,2638,349,5,833,300
16,1,T,6,4,131933,135362,3429,537,8,638,90
16,1,T,7,1,145462,146164,702,702,5,833,300
16,1,T,7,2,145462,146931,1469,511,2,503,465
16,1,T,7,3,145462,147486,2024,300,1,803,495
16,1,T,7,4,145462,148295,2833,554,8,638,90
16,1,T,7,5,145462,149043,3581,494,6,998,210
16,1,T,8,1,157404,158439,1035,1034,7,458,180
16,1,T,8,2,157404,159195,1791,502,4,623,360
16,1,T,8,3,157404,159963,2559,513,2,503,465
16,1,T,8,4,157404,160920,3516,703,1,803,495
16,1,T,8,5,157404,162108,4704,933,5,833,300
16,1,T,9,1,171754,172579,825,825,3,953,390
16,1,T,9,2,171754,173392,1638,558,9,818,120
16,1,T,9,3,171754,174558,2804,910,2,503,465
16,1,T,9,4,171754,175100,3346,286,4,623,360
16,1,T,9,5,171754,176152,4398,796,7,458,180
16,1,T,10,1,185955,186829,874,873,3,953,390
16,1,T,10,2,185955,187993,2038,909,7,458,180
16,1,T,10,3,185955,190326,4371,2078,8,638,90
16,1,T,10,4,185955,191247,5292,666,2,503,465
16,1,T,10,5,185955,192326,6371,824,9,818,120
16,1,T,10,6,185955,193161,7206,579,4,623,360
16,1,T,11,1,203709,204524,815,815,5,833,300
16,1,T,11,2,203709,205478,1769,697,9,818,120
16,1,T,11,3,203709,206346,2637,613,1,803,495
16,1,T,11,4,203709,207199,3490,598,7,458,180
16,1,T,11,5,203709,208351,4642,897,8,638,90
16,1,T,11,6,203709,209013,5304,407,2,503,465
16,1,T,11,7,203709,209540,5831,273,4,623,360
16,1,T,12,1,219837,220886,1049,1049,9,818,120
16,1,T,12,2,219837,221713,1876,572,5,833,300
16,1,T,12,3,219837,222822,2985,854,2,503,465
16,1,T,12,4,219837,223496,3659,419,7,458,180
16,1,T,12,5,219837,224228,4391,477,4,623,360
16,1,T,12,6,219837,224825,4988,342,6,998,210
