subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
14,1,P,-1,1,32373,33427,1054,1054,1,803,495
14,1,P,-1,2,32373,34042,1669,365,3,953,390
14,1,P,-1,3,32373,34571,2198,278,5,833,300
14,1,P,-2,1,41358,42050,692,692,2,503,465
14,1,P,-2,2,41358,42491,1133,190,4,623,360
14,1,P,-2,3,41358,43082,1724,340,8,638,90
14,1,P,-3,1,49454,50290,836,836,6,998,210
14,1,P,-3,2,49454,50787,1333,247,7,458,180
14,1,P,-3,3,49454,51378,1924,341,9,818,120
14,1,T,1,1,58481,59563,1082,1082,8,638,90
14,1,T,1,2,58481,60098,1617,285,5,833,300
14,1,T,2,1,65438,66426,988,988,6,998,210
14,1,T,2,2,65438,67130,1692,453,4,623,360
14,1,T,3,1,73334,73875,541,541,4,623,360
14,1,T,3,2,73334,74491,1157,365,7,458,180
14,1,T,3,3,73334,75051,1717,309,2,503,465
14,1,T,4,1,81342,82146,804,804,8,638,90
14,1,T,4,2,81342,82892,1550,495,1,803,495
14,1,T,4,3,81342,83434,2092,292,5,833,300
14,1,T,5,1,90725,91426,701,701,3,953,390
14,1,T,5,2,90725,92034,1309,358,4,623,360
14,1,T,5,3,90725,92484,1759,200,1,803,495
14,1,T,5,4,90725,93114,2389,380,7,458,180
14,1,T,6,1,100869,101763,894,894,6,998,210
14,1,T,6,2,100869,102379,1510,366,1,803,495
14,1,T,6,3,100869,102819,1950,190,5,833,300
14,1,T,6,4,100869,103266,2397,196,8,638,90
14,1,T,7,1,111446,112106,660,660,5,833,300
14,1,T,7,2,111446,112651,1205,294,2,503,465
14,1,T,7,3,111446,113187,1741,285,1,803,495
14,1,T,7,4,111446,113827,2381,390,8,638,90
14,1,T,7,5,111446,114338,2892,261,6,998,210
14,1,T,8,1,122621,123122,501,501,4,623,360
14,1,T,8,2,122621,123699,1078,326,2,503,465
14,1,T,8,3,122621,124523,1902,573,7,458,180
14,1,T,8,4,122621,125067,2446,294,1,803,495
14,1,T,8,5,122621,125979,3358,661,3,953,390
14,1,T,9,1,135086,135883,797,797,9,818,120
14,1,T,9,2,135086,136539,1453,406,3,953,390
14,1,T,9,3,135086,137106,2020,316,4,623,360
14,1,T,9,4,135086,137555,2469,198,2,503,465
14,1,T,9,5,135086,138058,2972,253,8,638,90
14,1,T,9,6,135086,138515,3429,207,7,458,180
14,1,T,10,1,147924,148627,703,703,3,953,390
14,1,T,10,2,147924,149282,1358,404,7,458,180
14,1,T,10,3,147924,149723,1799,191,8,638,90
14,1,T,10,4,147924,150394,2470,421,2,503,465
14,1,T,10,5,147924,151034,3110,390,5,833,300
14,1,T,10,6,147924,151410,3486,126,4,623,360
