subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
20,1,P,-1,9131,3,135,135,3,0,1,3720
20,1,P,-2,18357,3,248,248,3,0,1,3294
20,1,P,-3,27157,3,679,679,3,0,1,4406
20,1,T,1,38834,2,85,85,2,0,1,2058
20,1,T,2,45398,2,64,64,2,0,1,1973
20,1,T,3,52877,3,472,472,3,0,1,3270
20,1,T,4,61653,3,815,815,3,0,1,2646
20,1,T,5,70805,4,3417,3417,4,0,1,3662
20,1,T,6,80973,4,6158,6158,4,0,1,3534
20,1,T,7,92013,5,52186,52186,5,0,1,5069
20,1,T,8,104586,5,42731,42731,5,0,1,2921
20,1,T,9,116013,6,392487,392487,6,0,1,4558
20,1,T,10,129077,6,378294,378294,6,0,1,5358
20,1,T,11,143941,7,5917428,5917428,7,0,1,5870
20,1,T,12,159317,7,5792846,5792846,7,0,1,6222
20,1,T,13,176046,8,58192647,58192674,6,2,0,6684
20,1,T,14,193235,8,59367243,59376243,6,2,0,6721
