subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
20,1,P,-1,1,9131,10698,1567,1567,1,803,495
20,1,P,-1,2,9131,11330,2199,381,3,953,390
20,1,P,-1,3,9131,11778,2647,197,5,833,300
20,1,P,-2,1,18357,19482,1125,1125,2,503,465
20,1,P,-2,2,18357,20018,1661,286,4,623,360
20,1,P,-2,3,18357,20858,2501,589,8,638,90
20,1,P,-3,1,27157,28090,933,933,6,998,210
20,1,P,-3,2,27157,29546,2389,1205,7,458,180
20,1,P,-3,3,27157,30273,3116,477,9,818,120
20,1,T,1,1,38834,39698,864,864,8,638,90
20,1,T,1,2,38834,40250,1416,302,5,833,300
20,1,T,2,1,45398,46258,860,860,6,998,210
20,1,T,2,2,45398,46722,1324,213,4,623,360
20,1,T,3,1,52877,53441,564,564,4,623,360
20,1,T,3,2,52877,54442,1565,750,7,458,180
20,1,T,3,3,52877,55218,2341,526,2,503,465
20,1,T,4,1,61653,62730,1077,1077,8,638,90
20,1,T,4,2,61653,63274,1621,294,1,803,495
20,1,T,4,3,61653,63746,2093,221,5,833,300
20,1,T,5,1,70805,71554,749,749,3,953,390
20,1,T,5,2,70805,72074,1269,269,4,623,360
20,1,T,5,3,70805,72722,1917,397,1,803,495
20,1,T,5,4,70805,73497,2692,525,7,458,180
20,1,T,6,1,80973,81770,797,797,6,998,210
20,1,T,6,2,80973,82418,1445,397,1,803,495
20,1,T,6,3,80973,82875,1902,206,5,833,300
20,1,T,6,4,80973,83330,2357,204,8,638,90
20,1,T,7,1,92013,92882,869,869,5,833,300
20,1,T,7,2,92013,93522,1509,389,2,503,465
20,1,T,7,3,92013,94426,2413,654,1,803,495
20,1,T,7,4,92013,95018,3005,341,8,638,90
20,1,T,7,5,92013,96306,4293,1038,6,998,210
20,1,T,8,1,104586,104963,377,376,4,623,360
20,1,T,8,2,104586,105426,840,212,2,503,465
20,1,T,8,3,104586,105834,1248,157,7,458,180
20,1,T,8,4,104586,106610,2024,526,3,953,390
20,1,T,8,5,104586,107018,2432,158,1,803,495
20,1,T,9,1,116013,116866,853,853,3,953,390
20,1,T,9,2,116013,117626,1613,509,9,818,120
20,1,T,9,3,116013,118250,2237,374,2,503,465
20,1,T,9,4,116013,118786,2773,285,4,623,360
20,1,T,9,5,116013,119298,3285,262,8,638,90
20,1,T,9,6,116013,119817,3804,269,7,458,180
20,1,T,10,1,129077,130162,1085,1085,3,953,390
20,1,T,10,2,129077,131218,2141,805,7,458,180
20,1,T,10,3,129077,131899,2822,431,8,638,90
20,1,T,10,4,129077,132522,3445,373,2,503,465
20,1,T,10,5,129077,133042,3965,269,9,818,120
20,1,T,10,6,129077,133578,4501,286,4,623,360
20,1,T,11,1,143941,144955,1014,1014,5,833,300
20,1,T,11,2,143941,145522,1581,316,9,818,120
20,1,T,11,3,143941,146386,2445,614,1,803,495
20,1,T,11,4,143941,147130,3189,493,7,458,180
20,1,T,11,5,143941,147730,3789,349,4,623,360
20,1,T,11,6,143941,148306,4365,325,2,503,465
20,1,T,11,7,143941,148955,5014,398,8,638,90
20,1,T,12,1,159317,160298,981,981,5,833,300
20,1,T,12,2,159317,160907,1590,358,7,458,180
20,1,T,12,3,159317,161354,2037,197,9,818,120
20,1,T,12,4,159317,162322,3005,718,2,503,465
20,1,T,12,5,159317,162971,3654,398,8,638,90
20,1,T,12,6,159317,163538,4221,317,4,623,360
20,1,T,12,7,159317,164314,4997,525,6,998,210
20,1,T,13,1,176046,176786,740,740,5,833,300
20,1,T,13,2,176046,177354,1308,317,8,638,90
20,1,T,13,3,176046,178203,2157,599,1,803,495
20,1,T,13,4,176046,178746,2700,293,9,818,120
20,1,T,13,5,176046,179378,3332,382,2,503,465
20,1,T,13,6,176046,179995,3949,366,6,998,210
20,1,T,13,7,176046,181186,5140,941,7,458,180
20,1,T,13,8,176046,181939,5893,502,4,623,360
20,1,T,14,1,193235,194242,1007,1007,5,833,300
20,1,T,14,2,193235,194698,1463,205,9,818,120
20,1,T,14,3,193235,195810,2575,862,3,953,390
20,1,T,14,4,193235,196609,3374,548,7,458,180
20,1,T,14,5,193235,197234,3999,374,6,998,210
20,1,T,14,6,193235,197866,4631,381,2,503,465
20,1,T,14,7,193235,198522,5287,405,4,623,360
20,1,T,14,8,193235,199258,6023,485,3,953,390
