Nome do Algoritmo,Melhor Resultado,Melhores Parametros
GaussianNB,0.5766666666666668,{}
RandomForestClassifier,0.5900000000000001,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 10}"
KNeighborsClassifier,0.5083333333333334,"{'n_neighbors': 1, 'p': 1}"
LogisticRegression,0.4533333333333333,"{'C': 1.0, 'solver': 'lbfgs', 'tol': 0.01}"
SVC,0.5333333333333334,"{'C': 1.0, 'kernel': 'poly', 'tol': 0.001}"
MLPClassifier,0.5333333333333334,"{'activation': 'relu', 'hidden_layer_sizes': (50, 50), 'max_iter': 500, 'random_state': 0, 'solver': 'adam'}"
XGBClassifier,0.5483333333333332,"{'learning_rate': 0.1, 'max_depth': 4, 'min_child_weight': 1, 'n_estimators': 100}"
