subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
12,1,P,-1,1,10587,12818,2231,2231,1,803,495
12,1,P,-1,2,10587,13898,3311,829,3,953,390
12,1,P,-1,3,10587,14890,4303,741,5,833,300
12,1,P,-2,1,21380,22963,1583,1583,2,503,465
12,1,P,-2,2,21380,24034,2654,821,4,623,360
12,1,P,-2,3,21380,25793,4413,1509,8,638,90
12,1,P,-3,1,32928,34242,1314,1314,6,998,210
12,1,P,-3,2,32928,35362,2434,870,7,458,180
12,1,P,-3,3,32928,36329,3401,717,9,818,120
12,1,T,1,1,48216,50481,2265,2265,8,638,90
12,1,T,1,2,48216,51466,3250,734,5,833,300
12,1,T,2,1,57261,58866,1605,1605,6,998,210
12,1,T,2,2,57261,59987,2726,871,4,623,360
12,1,T,3,1,66710,67474,764,764,4,623,360
12,1,T,3,2,66710,68297,1587,572,7,458,180
12,1,T,3,3,66710,69466,2756,918,2,503,465
12,1,T,4,1,76533,77673,1140,1140,8,638,90
12,1,T,4,2,76533,78882,2349,957,1,803,495
12,1,T,4,3,76533,79722,3189,589,5,833,300
12,1,T,5,1,87132,88106,974,974,3,953,390
12,1,T,5,2,87132,89274,2142,918,4,623,360
12,1,T,5,3,87132,90066,2934,542,1,803,495
12,1,T,5,4,87132,91585,4453,1269,7,458,180
12,1,T,6,1,99670,101266,1596,1596,6,998,210
12,1,T,6,2,99670,101914,2244,397,1,803,495
12,1,T,6,3,99670,102618,2948,453,5,833,300
12,1,T,6,4,99670,103522,3852,654,8,638,90
12,1,T,7,1,112230,113098,868,868,5,833,300
12,1,T,7,2,112230,113995,1765,647,2,503,465
12,1,T,7,3,112230,114874,2644,628,1,803,495
12,1,T,7,4,112230,115826,3596,701,8,638,90
12,1,T,7,5,112230,116610,4380,534,6,998,210
12,1,T,8,1,125429,126034,605,605,4,623,360
12,1,T,8,2,125429,126658,1229,374,2,503,465
12,1,T,8,3,125429,127321,1892,412,7,458,180
12,1,T,8,4,125429,128754,3325,1182,3,953,390
12,1,T,8,5,125429,129514,4085,509,1,803,495
12,1,T,9,1,139020,140378,1358,1358,3,953,390
12,1,T,9,2,139020,141209,2189,581,9,818,120
12,1,T,9,3,139020,142210,3190,750,2,503,465
12,1,T,9,4,139020,142906,3886,445,4,623,360
12,1,T,9,5,139020,143825,4805,669,8,638,90
12,1,T,9,6,139020,144705,5685,629,7,458,180
12,1,T,10,1,155486,156378,892,891,3,953,390
12,1,T,10,2,155486,157514,2028,885,7,458,180
12,1,T,10,3,155486,158586,3100,822,8,638,90
12,1,T,10,4,155486,161034,5548,2198,4,623,360
12,1,T,10,5,155486,162378,6892,1093,2,503,465
12,1,T,10,6,155486,163378,7892,750,9,818,120
12,1,T,11,1,174318,175889,1571,1571,5,833,300
12,1,T,11,2,174318,176955,2637,815,9,818,120
12,1,T,11,3,174318,178066,3748,861,1,803,495
12,1,T,11,4,174318,179329,5011,1013,7,458,180
12,1,T,11,5,174318,180354,6036,774,4,623,360
12,1,T,11,6,174318,181106,6788,502,2,503,465
12,1,T,11,7,174318,182098,7780,741,8,638,90
12,1,T,12,1,194222,195745,1523,1523,5,833,300
12,1,T,12,2,194222,197130,2908,1134,9,818,120
12,1,T,12,3,194222,198426,4204,1046,4,623,360
12,1,T,12,4,194222,199626,5404,950,2,503,465
12,1,T,12,5,194222,200810,6588,933,7,458,180
12,1,T,12,6,194222,201610,7388,550,8,638,90
12,1,T,12,7,194222,203594,9372,1734,6,998,210
12,1,T,13,1,216878,217842,964,964,5,833,300
12,1,T,13,2,216878,219393,2515,1301,8,638,90
12,1,T,13,3,216878,220594,3716,950,1,803,495
12,1,T,13,4,216878,223154,6276,2309,4,623,360
12,1,T,13,5,216878,224034,7156,629,2,503,465
12,1,T,13,6,216878,225290,8412,1005,9,818,120
12,1,T,13,7,216878,226065,9187,525,6,998,210
12,1,T,13,8,216878,227345,10467,1029,7,458,180
12,1,T,14,1,238806,241947,3141,3141,5,833,300
12,1,T,14,2,238806,242874,4068,676,9,818,120
12,1,T,14,3,238806,245162,6356,2038,3,953,390
12,1,T,14,4,238806,246290,7484,877,6,998,210
12,1,T,14,5,238806,247939,9133,1399,7,458,180
12,1,T,14,6,238806,249114,10308,925,2,503,465
12,1,T,14,7,238806,249979,11173,614,4,623,360
12,1,T,14,8,238806,251393,12587,1163,3,953,390
12,1,T,15,1,265372,267050,1678,1678,5,833,300
12,1,T,15,2,265372,268050,2678,749,3,953,390
12,1,T,15,3,265372,269250,3878,949,8,638,90
12,1,T,15,4,265372,270226,4854,726,4,623,360
12,1,T,15,5,265372,271650,6278,1173,7,458,180
12,1,T,15,6,265372,272586,7214,686,2,503,465
12,1,T,15,7,265372,273810,8438,973,9,818,120
12,1,T,15,8,265372,274801,9429,741,6,998,210
12,1,T,15,9,265372,276170,10798,1118,9,818,120
12,1,T,16,1,289637,290618,981,981,4,623,360
12,1,T,16,2,289637,291514,1877,645,2,503,465
12,1,T,16,3,289637,292402,2765,637,5,833,300
12,1,T,16,4,289637,293394,3757,742,6,998,210
12,1,T,16,5,289637,295482,5845,1838,8,638,90
12,1,T,16,6,289637,296617,6980,885,9,818,120
12,1,T,16,7,289637,297650,8013,782,3,953,390
12,1,T,16,8,289637,299273,9636,1372,7,458,180
12,1,T,16,9,289637,300178,10541,654,1,803,495
