subnum,direction,type,trialnum,trialstart,length,stim,resp,numcorr,nummiss,allcorr,time
15,1,P,-1,32752,3,135,135,3,0,1,4725
15,1,P,-2,43014,3,248,248,3,0,1,4478
15,1,P,-3,53026,3,679,679,3,0,1,4297
15,1,T,1,64581,2,85,85,2,0,1,3018
15,1,T,2,72136,2,64,64,2,0,1,3093
15,1,T,3,80776,3,472,472,3,0,1,3716
15,1,T,4,90027,3,815,815,3,0,1,3854
15,1,T,5,100424,4,3417,3417,4,0,1,4581
15,1,T,6,111547,4,6158,6158,4,0,1,4250
15,1,T,7,123345,5,52186,52186,5,0,1,5333
15,1,T,8,136218,5,42731,47231,3,2,0,4245
15,1,T,9,149015,6,392487,392487,6,0,1,5111
15,1,T,10,162681,6,378294,378492,4,2,0,5252
15,1,T,11,177491,7,5917428,5917428,7,0,1,5785
15,1,T,12,192826,7,5792846,5742865,4,3,0,5539
15,1,T,13,208922,8,58192647,581924,5,3,0,5445
15,1,T,14,224922,8,59367243,5962473,2,6,0,5315
