subnum,trial,type,clicks,hits,clicktime,posx,posy,corr,id,rt,rt2
24,1P,1,1,1,99588,635,468,1,1,23266,23266
24,1P,1,2,2,100804,655,292,1,2,1216,1216
24,1P,1,3,3,103140,772,473,1,3,2336,2336
24,1P,1,4,4,104780,718,307,1,4,1640,1640
24,1,1,1,1,109068,701,150,1,1,2120,2120
24,1,1,2,2,110332,642,198,1,2,1264,1264
24,1,1,3,3,111860,562,132,1,3,1528,1528
24,1,1,4,4,113637,394,162,1,4,1777,1777
24,1,1,5,4,125645,708,161,0,1,12008,12008
24,1,1,6,4,130836,639,186,0,2,5191,17199
24,1,1,7,4,131781,571,132,0,3,945,18144
24,1,1,8,4,133149,398,164,0,4,1368,19512
24,1,1,9,4,134421,697,148,0,1,1272,20784
24,1,1,10,5,146468,426,222,1,5,12047,32831
24,1,1,11,6,149789,374,253,1,6,3321,3321
24,1,1,12,7,151108,362,366,1,7,1319,1319
24,1,1,13,8,152397,350,452,1,8,1289,1289
24,1,1,14,9,153956,502,415,1,9,1559,1559
24,1,1,15,10,155828,516,623,1,10,1872,1872
24,1,1,16,11,156996,718,535,1,11,1168,1168
24,1,1,17,12,157996,718,432,1,12,1000,1000
24,1,1,18,13,159820,774,474,1,13,1824,1824
24,1,1,19,14,161021,834,451,1,14,1201,1201
24,1,1,20,15,163133,895,557,1,15,2112,2112
24,1,1,21,16,163765,924,595,1,16,632,632
24,1,1,23,17,167213,1017,511,1,17,3448,3448
24,1,1,24,18,168564,959,342,1,18,1351,1351
24,1,1,25,19,169660,983,262,1,19,1096,1096
24,1,1,26,20,170533,993,185,1,20,873,873
24,1,1,27,21,172277,897,256,1,21,1744,1744
24,1,1,28,22,173325,847,373,1,22,1048,1048
24,1,1,29,23,174252,810,313,1,23,927,927
24,1,1,30,24,175276,739,298,1,24,1024,1024
24,1,1,31,25,175980,683,340,1,25,704,704
24,1,1,32,26,177269,720,200,1,26,1289,1289
24,2P,2,1,1,190365,719,284,1,1,3382,3382
24,2P,2,2,2,191372,743,334,1,2,1007,1007
24,2P,2,3,3,193100,619,485,1,3,1728,1728
24,2P,2,4,4,194324,677,448,1,4,1224,1224
24,2,2,1,1,200244,807,584,1,1,3349,3349
24,2,2,2,2,201788,887,559,1,2,1544,1544
24,2,2,3,3,203044,951,582,1,3,1256,1256
24,2,2,4,4,204164,993,480,1,4,1120,1120
24,2,2,5,5,211916,987,262,1,5,7752,7752
24,2,2,6,6,212829,943,223,1,6,913,913
24,2,2,7,7,214420,1007,171,1,7,1591,1591
24,2,2,8,8,215893,948,148,1,8,1473,1473
24,2,2,9,9,217396,874,141,1,9,1503,1503
24,2,2,10,10,219429,834,272,1,10,2033,2033
24,2,2,11,11,223916,797,340,1,11,4487,4487
24,2,2,12,12,239108,736,423,1,12,15192,15192
24,2,2,13,13,240460,719,316,1,13,1352,1352
24,2,2,14,14,242140,771,276,1,14,1680,1680
24,2,2,15,15,243780,738,159,1,15,1640,1640
24,2,2,16,16,245228,537,169,1,16,1448,1448
24,2,2,17,17,246236,470,216,1,17,1008,1008
24,2,2,18,18,248180,432,247,1,18,1944,1944
24,2,2,19,19,249300,353,175,1,19,1120,1120
24,2,2,20,20,256924,360,241,1,20,7624,7624
24,2,2,21,21,257940,349,416,1,21,1016,1016
24,2,2,23,22,260541,342,568,1,22,2601,2601
24,2,2,24,23,261996,569,474,1,23,1455,1455
24,2,2,25,24,264444,657,532,1,24,2448,2448
24,2,2,26,25,265885,739,543,1,25,1441,1441
24,2,2,27,26,267380,847,476,1,26,1495,1495
24,3P,1,1,1,273020,757,355,1,1,2358,2358
24,3P,1,2,2,273965,683,325,1,2,945,945
24,3P,1,3,3,274612,610,329,1,3,647,647
24,3P,1,5,4,275901,596,449,1,4,1289,1289
24,3,1,1,1,281884,566,313,1,1,2705,2705
24,3,1,2,2,283197,582,384,1,2,1313,1313
24,3,1,3,3,284517,531,506,1,3,1320,1320
24,3,1,4,4,286004,621,555,1,4,1487,1487
24,3,1,5,5,287501,647,410,1,5,1497,1497
24,3,1,6,6,288685,794,325,1,6,1184,1184
24,3,1,7,7,289908,869,281,1,7,1223,1223
24,3,1,8,8,291772,915,365,1,8,1864,1864
24,3,1,9,9,292524,907,419,1,9,752,752
24,3,1,10,10,293356,762,562,1,10,832,832
24,3,1,12,11,294364,833,553,1,11,1008,1008
24,3,1,13,12,295188,1043,589,1,12,824,824
24,3,1,14,13,296700,991,298,1,13,1512,1512
24,3,1,15,14,298892,986,191,1,14,2192,2192
24,3,1,16,15,299876,925,255,1,15,984,984
24,3,1,17,16,300725,866,181,1,16,849,849
24,3,1,18,17,302581,621,192,1,17,1856,1856
24,3,1,19,18,303293,513,178,1,18,712,712
24,3,1,21,19,305540,514,154,1,19,2247,2247
24,3,1,22,20,306700,365,156,1,20,1160,1160
24,3,1,23,21,307756,399,229,1,21,1056,1056
24,3,1,24,22,308884,384,368,1,22,1128,1128
24,3,1,25,23,310324,357,499,1,23,1440,1440
24,3,1,26,24,312156,331,560,1,24,1832,1832
24,3,1,27,25,314044,436,444,1,25,1888,1888
24,3,1,28,26,315013,440,332,1,26,969,969
24,4P,2,1,1,319300,642,284,1,1,2589,2589
24,4P,2,2,2,320380,614,423,1,2,1080,1080
24,4P,2,4,3,322068,767,308,1,3,1688,1688
24,4P,2,5,4,323332,737,435,1,4,1264,1264
24,4,2,1,1,332349,908,392,1,1,5264,5264
24,4,2,2,2,333556,885,535,1,2,1207,1207
