subnum,block,type,correctresponse,trial,choice,x,y,stim,present,response,responded,corr,starttime,rt
6,0,practice,P,1,2,783,284,R,0,NONE,0,1,27575,1450
6,0,practice,P,2,1,583,284,P,1,638|292|1|<pressed>,1,1,29074,570
6,0,practice,P,3,3,583,484,P,1,602|536|1|<pressed>,1,1,30574,756
6,0,practice,P,4,2,783,284,P,1,765|303|1|<pressed>,1,1,32074,618
6,0,practice,P,5,4,783,484,P,1,803|486|1|<pressed>,1,1,33574,605
6,0,practice,P,6,1,583,284,P,1,568|296|1|<pressed>,1,1,35074,898
6,0,practice,P,7,2,783,284,P,1,759|289|1|<pressed>,1,1,36574,548
6,0,practice,P,8,4,783,484,R,0,NONE,0,1,38074,1450
6,0,practice,P,9,2,783,284,P,1,738|300|1|<pressed>,1,1,39574,597
6,0,practice,P,10,4,783,484,P,1,742|482|1|<pressed>,1,1,41074,554
6,1,test,P,1,3,583,484,P,1,623|455|1|<pressed>,1,1,46639,668
6,1,test,P,2,2,783,284,P,1,763|251|1|<pressed>,1,1,48138,425
6,1,test,P,3,2,783,284,P,1,762|270|1|<pressed>,1,1,49638,604
6,1,test,P,4,3,583,484,P,1,623|441|1|<pressed>,1,1,51138,618
6,1,test,P,5,1,583,284,P,1,612|288|1|<pressed>,1,1,52638,524
6,1,test,P,6,3,583,484,P,1,600|577|1|<pressed>,1,1,54138,714
6,1,test,P,7,3,583,484,P,1,600|548|1|<pressed>,1,1,55639,524
6,1,test,P,8,2,783,284,P,1,881|272|1|<pressed>,1,1,57138,705
6,1,test,P,9,4,783,484,P,1,813|439|1|<pressed>,1,1,58639,612
6,1,test,P,10,2,783,284,P,1,777|290|1|<pressed>,1,1,60138,697
6,1,test,P,11,4,783,484,P,1,768|476|1|<pressed>,1,1,61638,933
6,1,test,P,12,1,583,284,P,1,616|270|1|<pressed>,1,1,63138,802
6,1,test,P,13,3,583,484,P,1,606|443|1|<pressed>,1,1,64638,806
6,1,test,P,14,2,783,284,P,1,761|260|1|<pressed>,1,1,66138,626
6,1,test,P,15,3,583,484,P,1,594|433|1|<pressed>,1,1,67638,990
6,1,test,P,16,3,583,484,P,1,579|468|1|<pressed>,1,1,69138,1121
6,1,test,P,17,3,583,484,R,0,NONE,0,1,70639,1450
6,1,test,P,18,4,783,484,P,1,786|510|1|<pressed>,1,1,72138,705
6,1,test,P,19,3,583,484,P,1,604|467|1|<pressed>,1,1,73638,726
6,1,test,P,20,3,583,484,P,1,606|472|1|<pressed>,1,1,75138,1064
6,1,test,P,21,3,583,484,R,0,NONE,0,1,76638,1450
6,1,test,P,22,4,783,484,P,1,768|461|1|<pressed>,1,1,78138,578
6,1,test,P,23,4,783,484,P,1,773|464|1|<pressed>,1,1,79638,652
6,1,test,P,24,1,583,284,R,0,NONE,0,1,81138,1450
6,1,test,P,25,4,783,484,R,0,NONE,0,1,82639,1450
6,1,test,P,26,2,783,284,P,1,783|285|1|<pressed>,1,1,84138,658
6,1,test,P,27,1,583,284,R,0,NONE,0,1,85638,1450
