Nome do Algoritmo,Melhor Resultado,Melhores Parametros
GaussianNB,0.61,{}
RandomForestClassifier,0.5650000000000001,"{'criterion': 'gini', 'min_samples_leaf': 10, 'min_samples_split': 2, 'n_estimators': 150}"
KNeighborsClassifier,0.5,"{'n_neighbors': 20, 'p': 1}"
LogisticRegression,0.5349999999999999,"{'C': 1.0, 'solver': 'lbfgs', 'tol': 0.01}"
SVC,0.55,"{'C': 2.0, 'kernel': 'sigmoid', 'tol': 0.001}"
MLPClassifier,0.595,"{'activation': 'relu', 'hidden_layer_sizes': (25, 25), 'max_iter': 1000, 'random_state': 0, 'solver': 'adam'}"
XGBClassifier,0.48500000000000004,"{'learning_rate': 0.1, 'max_depth': 4, 'min_child_weight': 1, 'n_estimators': 100}"
