subnum,trial,type,clicks,hits,clicktime,posx,posy,corr,id,rt,rt2
18,1P,1,1,1,47637,759,480,1,1,1493,1493
18,1P,1,2,2,49797,686,385,1,2,2160,2160
18,1P,1,3,3,50629,644,436,1,3,832,832
18,1P,1,4,4,51405,702,288,1,4,776,776
18,1,1,1,1,56390,536,450,1,1,1355,1355
18,1,1,2,2,57469,475,303,1,2,1079,1079
18,1,1,3,3,58245,539,269,1,3,776,776
18,1,1,4,4,59069,470,181,1,4,824,824
18,1,1,5,5,60053,556,175,1,5,984,984
18,1,1,6,6,60949,653,143,1,6,896,896
18,1,1,7,7,61582,759,149,1,7,633,633
18,1,1,8,8,63438,1019,193,1,8,1856,1856
18,1,1,9,9,64174,845,232,1,9,736,736
18,1,1,10,10,64974,737,295,1,10,800,800
18,1,1,11,11,65861,586,360,1,11,887,887
18,1,1,12,12,66582,584,427,1,12,721,721
18,1,1,13,13,67662,630,462,1,13,1080,1080
18,1,1,14,14,68061,633,391,1,14,399,399
18,1,1,15,15,69004,766,388,1,15,943,943
18,1,1,16,16,72142,784,495,1,16,3138,3138
18,1,1,17,17,72997,922,419,1,17,855,855
18,1,1,18,18,73597,864,471,1,18,600,600
18,1,1,19,19,74541,847,546,1,19,944,944
18,1,1,20,20,75509,938,607,1,20,968,968
18,1,1,21,21,76084,792,613,1,21,575,575
18,1,1,22,22,76566,744,535,1,22,482,482
18,1,1,23,23,77076,627,582,1,23,510,510
18,1,1,24,24,78253,437,623,1,24,1177,1177
18,1,1,25,25,79012,367,602,1,25,759,759
18,1,1,26,26,79485,381,526,1,26,473,473
18,2P,2,1,1,84694,655,342,1,1,1261,1261
18,2P,2,2,2,85318,763,444,1,2,624,624
18,2P,2,3,3,85797,612,470,1,3,479,479
18,2P,2,4,4,86438,718,418,1,4,641,641
18,2,2,1,1,92533,995,163,1,1,1289,1289
18,2,2,2,2,93117,997,300,1,2,584,584
18,2,2,4,3,94222,697,332,1,3,1105,1105
18,2,2,6,4,94909,774,346,1,4,687,687
18,2,2,7,5,95477,866,403,1,5,568,568
18,2,2,8,6,96060,995,445,1,6,583,583
18,2,2,9,7,96597,896,457,1,7,537,537
18,2,2,10,8,97181,803,482,1,8,584,584
18,2,2,11,9,97797,714,454,1,9,616,616
18,2,2,12,10,98565,666,469,1,10,768,768
18,2,2,13,11,103206,827,541,1,11,4641,4641
18,2,2,14,12,103821,798,588,1,12,615,615
18,2,2,15,13,104869,623,561,1,13,1048,1048
18,2,2,16,14,105973,548,554,1,14,1104,1104
18,2,2,17,15,106477,488,561,1,15,504,504
18,2,2,18,16,107814,497,450,1,16,1337,1337
18,2,2,19,17,108846,392,476,1,17,1032,1032
18,2,2,20,18,109670,350,275,1,18,824,824
18,2,2,21,18,110862,506,268,0,21,1192,1192
18,2,2,22,19,114750,371,154,1,19,3888,5080
18,2,2,23,20,115334,438,166,1,20,584,584
18,2,2,24,21,116790,504,270,1,21,1456,1456
18,2,2,25,22,117430,535,178,1,22,640,640
18,2,2,26,23,118950,675,182,1,23,1520,1520
18,2,2,27,24,119581,713,231,1,24,631,631
18,2,2,28,25,120310,772,178,1,25,729,729
18,2,2,29,26,121357,826,177,1,26,1047,1047
18,3P,1,1,1,126501,593,307,1,1,1388,1388
18,3P,1,2,2,127414,770,388,1,2,913,913
18,3P,1,3,3,128261,649,452,1,3,847,847
18,3P,1,5,4,128941,711,361,1,4,680,680
18,3,1,1,1,133774,520,196,1,1,2691,2691
18,3,1,2,2,134502,617,156,1,2,728,728
18,3,1,3,3,135110,657,243,1,3,608,608
18,3,1,4,4,135894,726,294,1,4,784,784
18,3,1,5,5,136462,790,251,1,5,568,568
18,3,1,6,6,136925,784,149,1,6,463,463
18,3,1,7,7,137517,908,157,1,7,592,592
18,3,1,8,8,137965,939,223,1,8,448,448
18,3,1,9,9,138501,885,283,1,9,536,536
18,3,1,11,10,139405,824,377,1,10,904,904
18,3,1,12,11,139790,821,425,1,11,385,385
18,3,1,13,12,140278,895,421,1,12,488,488
18,3,1,14,13,140725,1001,493,1,13,447,447
18,3,1,15,14,141550,831,504,1,14,825,825
18,3,1,16,15,142285,645,572,1,15,735,735
18,3,1,17,16,142741,619,613,1,16,456,456
18,3,1,18,17,144302,456,538,1,17,1561,1561
18,3,1,19,18,145029,389,624,1,18,727,727
18,3,1,20,19,145590,355,533,1,19,561,561
18,3,1,21,20,146261,485,453,1,20,671,671
18,3,1,22,21,146862,413,420,1,21,601,601
18,3,1,23,22,147341,464,403,1,22,479,479
18,3,1,24,23,147782,550,449,1,23,441,441
18,3,1,25,24,148310,624,413,1,24,528,528
18,3,1,26,25,148878,569,361,1,25,568,568
18,3,1,28,26,150102,342,212,1,26,1224,1224
18,4P,2,1,1,154118,691,347,1,1,1501,1501
18,4P,2,2,2,154622,771,373,1,2,504,504
18,4P,2,3,3,155238,715,418,1,3,616,616
18,4P,2,4,4,155782,637,296,1,4,544,544
18,4,2,1,0,159462,752,157,0,2,2098,2098
18,4,2,2,1,160494,861,182,1,1,1032,3130
18,4,2,3,2,160902,750,174,1,2,408,408
18,4,2,4,3,161541,734,233,1,3,639,639
18,4,2,5,4,162277,649,299,1,4,736,736
18,4,2,6,5,162805,574,239,1,5,528,528
18,4,2,7,6,163309,565,153,1,6,504,504
18,4,2,8,7,163894,471,181,1,7,585,585
18,4,2,9,8,164654,423,248,1,8,760,760
18,4,2,10,9,165165,474,290,1,9,511,511
18,4,2,11,10,165685,560,366,1,10,520,520
18,4,2,12,10,167318,477,417,0,12,1633,1633
18,4,2,13,10,168477,485,412,0,12,1159,2792
18,4,2,14,11,169653,557,434,1,11,1176,3968
18,4,2,15,11,170310,546,499,0,14,657,657
18,4,2,16,11,171374,542,496,0,14,1064,1721
18,4,2,17,11,171765,542,495,0,14,391,2112
18,4,2,18,12,172350,485,406,1,12,585,2697
18,4,2,19,13,173710,369,498,1,13,1360,1360
18,4,2,20,14,174566,535,497,1,14,856,856
18,4,2,21,15,176725,724,586,1,15,2159,2159
18,4,2,22,16,177165,753,618,1,16,440,440
18,4,2,23,16,179262,891,485,0,20,2097,2097
18,4,2,25,17,181485,915,540,1,17,2223,4320
18,4,2,26,17,182069,908,487,0,20,584,584
18,4,2,27,17,182526,890,476,0,20,457,1041
