subnum,block,type,correctresponse,trial,choice,x,y,stim,present,response,responded,corr,starttime,rt
49,0,practice,P,1,2,783,284,P,1,727|77|1|<pressed>,1,1,10885,665
49,0,practice,P,2,4,783,484,P,1,727|77|1|<pressed>,1,1,12384,511
49,0,practice,P,3,3,583,484,R,0,NONE,0,1,13884,1450
49,0,practice,P,4,1,583,284,P,1,727|77|1|<pressed>,1,1,15383,335
49,0,practice,P,5,1,583,284,P,1,727|77|1|<pressed>,1,1,16884,385
49,0,practice,P,6,1,583,284,P,1,727|77|1|<pressed>,1,1,18384,334
49,0,practice,P,7,1,583,284,P,1,727|77|1|<pressed>,1,1,19884,329
49,0,practice,P,8,2,783,284,P,1,727|77|1|<pressed>,1,1,21383,439
49,0,practice,P,9,4,783,484,P,1,727|77|1|<pressed>,1,1,22884,289
49,0,practice,P,10,3,583,484,R,0,727|77|1|<pressed>,1,0,24383,279
49,1,test,P,1,1,583,284,R,0,NONE,0,1,30642,1450
49,1,test,P,2,1,583,284,P,1,736|1|1|<pressed>,1,1,32142,576
49,1,test,P,3,3,583,484,R,0,NONE,0,1,33642,1450
49,1,test,P,4,3,583,484,P,1,736|1|1|<pressed>,1,1,35141,465
49,1,test,P,5,2,783,284,R,0,NONE,0,1,36642,1450
49,1,test,P,6,4,783,484,R,0,NONE,0,1,38141,1450
49,1,test,P,7,3,583,484,P,1,736|1|1|<pressed>,1,1,39642,324
49,1,test,P,8,4,783,484,P,1,736|1|1|<pressed>,1,1,41141,425
49,1,test,P,9,1,583,284,P,1,736|1|1|<pressed>,1,1,42642,348
49,1,test,P,10,2,783,284,P,1,736|1|1|<pressed>,1,1,44141,449
49,1,test,P,11,2,783,284,P,1,736|1|1|<pressed>,1,1,45642,308
49,1,test,P,12,4,783,484,P,1,736|1|1|<pressed>,1,1,47142,327
49,1,test,P,13,3,583,484,P,1,736|1|1|<pressed>,1,1,48642,427
49,1,test,P,14,4,783,484,P,1,736|1|1|<pressed>,1,1,50142,343
49,1,test,P,15,4,783,484,P,1,736|1|1|<pressed>,1,1,51643,402
49,1,test,P,16,3,583,484,P,1,736|1|1|<pressed>,1,1,53142,512
49,1,test,P,17,4,783,484,P,1,736|1|1|<pressed>,1,1,54642,411
49,1,test,P,18,2,783,284,P,1,736|1|1|<pressed>,1,1,56142,335
49,1,test,P,19,3,583,484,P,1,736|1|1|<pressed>,1,1,57643,386
49,1,test,P,20,1,583,284,P,1,736|1|1|<pressed>,1,1,59142,335
49,1,test,P,21,1,583,284,P,1,736|1|1|<pressed>,1,1,60643,331
49,1,test,P,22,4,783,484,P,1,736|1|1|<pressed>,1,1,62142,408
49,1,test,P,23,2,783,284,P,1,736|1|1|<pressed>,1,1,63642,340
49,1,test,P,24,1,583,284,P,1,736|1|1|<pressed>,1,1,65142,327
49,1,test,P,25,2,783,284,P,1,736|1|1|<pressed>,1,1,66642,324
49,1,test,P,26,3,583,484,P,1,736|1|1|<pressed>,1,1,68142,247
49,1,test,P,27,1,583,284,P,1,736|1|1|<pressed>,1,1,69643,370
49,1,test,P,28,3,583,484,P,1,736|1|1|<pressed>,1,1,71142,311
49,1,test,P,29,4,783,484,P,1,736|1|1|<pressed>,1,1,72643,315
49,1,test,P,30,1,583,284,P,1,736|1|1|<pressed>,1,1,74141,288
49,1,test,P,31,4,783,484,R,0,736|1|1|<pressed>,1,0,75643,339
49,1,test,P,32,4,783,484,P,1,736|1|1|<pressed>,1,1,77142,351
49,1,test,P,33,1,583,284,P,1,736|1|1|<pressed>,1,1,78643,347
49,1,test,P,34,2,783,284,P,1,736|1|1|<pressed>,1,1,80142,311
49,1,test,P,35,3,583,484,P,1,736|1|1|<pressed>,1,1,81642,371
49,1,test,P,36,2,783,284,P,1,736|1|1|<pressed>,1,1,83142,295
49,1,test,P,37,1,583,284,R,0,NONE,0,1,84643,1450
49,1,test,P,38,1,583,284,P,1,736|1|1|<pressed>,1,1,86141,409
49,1,test,P,39,2,783,284,R,0,NONE,0,1,87642,1450
49,1,test,P,40,1,583,284,P,1,736|1|1|<pressed>,1,1,89141,344
49,1,test,P,41,3,583,484,P,1,736|1|1|<pressed>,1,1,90642,348
49,1,test,P,42,3,583,484,P,1,736|1|1|<pressed>,1,1,92142,335
49,1,test,P,43,4,783,484,R,0,NONE,0,1,93643,1450
49,1,test,P,44,1,583,284,P,1,736|1|1|<pressed>,1,1,95141,376
49,1,test,P,45,2,783,284,P,1,736|1|1|<pressed>,1,1,96643,426
49,1,test,P,46,4,783,484,P,1,736|1|1|<pressed>,1,1,98142,416
49,1,test,P,47,3,583,484,P,1,736|1|1|<pressed>,1,1,99642,427
