subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
202425,1,P,-1,1,28030,30773,2743,2742,1,803,495
202425,1,P,-1,2,28030,31539,3509,514,3,953,390
202425,1,P,-1,3,28030,32226,4196,435,5,833,300
202425,1,P,-2,1,46629,47788,1159,1159,2,503,465
202425,1,P,-2,2,46629,48443,1814,403,4,623,360
202425,1,P,-2,3,46629,49290,2661,595,8,638,90
202425,1,P,-3,1,55913,57130,1217,1217,6,998,210
202425,1,P,-3,2,55913,58121,2208,738,7,458,180
202425,1,P,-3,3,55913,58993,3080,619,9,818,120
202425,1,T,1,1,69663,70873,1210,1210,8,638,90
202425,1,T,1,2,69663,71794,2131,668,5,833,300
202425,1,T,2,1,77514,78874,1360,1360,6,998,210
202425,1,T,2,2,77514,80018,2504,892,4,623,360
202425,1,T,3,1,86795,87467,672,672,4,623,360
202425,1,T,3,2,86795,88067,1272,348,7,458,180
202425,1,T,3,3,86795,88662,1867,343,2,503,465
202425,1,T,4,1,95040,96025,985,985,8,638,90
202425,1,T,4,2,95040,96844,1804,567,1,803,495
202425,1,T,4,3,95040,97564,2524,468,5,833,300
202425,1,T,5,1,105139,106122,983,982,3,953,390
202425,1,T,5,2,105139,106803,1664,424,4,623,360
202425,1,T,5,3,105139,107396,2257,339,1,803,495
202425,1,T,5,4,105139,108266,3127,618,7,458,180
202425,1,T,6,1,117825,119154,1329,1329,6,998,210
202425,1,T,6,2,117825,120035,2210,629,1,803,495
202425,1,T,6,3,117825,120787,2962,499,5,833,300
202425,1,T,6,4,117825,121553,3728,513,8,638,90
202425,1,T,7,1,130174,130901,727,727,5,833,300
202425,1,T,7,2,130174,131610,1436,457,2,503,465
202425,1,T,7,3,130174,132172,1998,310,1,803,495
202425,1,T,7,4,130174,132890,2716,467,8,638,90
202425,1,T,7,5,130174,133442,3268,300,6,998,210
202425,1,T,8,1,142291,143587,1296,1296,2,503,465
202425,1,T,8,2,142291,144369,2078,530,7,458,180
202425,1,T,8,3,142291,145211,2920,589,4,623,360
202425,1,T,8,4,142291,146267,3976,805,3,953,390
202425,1,T,8,5,142291,147212,4921,693,1,803,495
202425,1,T,8,6,142291,148074,5783,610,8,638,90
202425,1,T,9,1,158038,159059,1021,1021,3,953,390
202425,1,T,9,2,158038,160009,1971,698,9,818,120
202425,1,T,9,3,158038,161628,3590,1366,4,623,360
202425,1,T,9,4,158038,162462,4424,581,2,503,465
202425,1,T,9,5,158038,163402,5364,688,8,638,90
202425,1,T,9,6,158038,164281,6243,627,7,458,180
202425,1,T,10,1,174372,175419,1047,1047,3,953,390
202425,1,T,10,2,174372,176514,2142,844,7,458,180
202425,1,T,10,3,174372,177393,3021,628,8,638,90
202425,1,T,10,4,174372,178316,3944,670,2,503,465
202425,1,T,10,5,174372,179241,4869,673,9,818,120
202425,1,T,10,6,174372,180003,5631,510,4,623,360
202425,1,T,11,1,190444,191329,885,885,9,818,120
202425,1,T,11,2,190444,192194,1750,613,5,833,300
202425,1,T,11,3,190444,193052,2608,605,1,803,495
202425,1,T,11,4,190444,194161,3717,858,7,458,180
202425,1,T,11,5,190444,195098,4654,684,4,623,360
202425,1,T,11,6,190444,195971,5527,620,2,503,465
202425,1,T,11,7,190444,196850,6406,627,8,638,90
202425,1,T,12,1,207352,208691,1339,1339,5,833,300
202425,1,T,12,2,207352,209490,2138,546,7,458,180
202425,1,T,12,3,207352,210370,3018,628,9,818,120
202425,1,T,12,4,207352,211299,3947,677,2,503,465
202425,1,T,12,5,207352,212257,4905,705,8,638,90
202425,1,T,12,6,207352,213099,5747,589,4,623,360
202425,1,T,12,7,207352,213939,6587,588,6,998,210
202425,1,T,13,1,225781,226676,895,895,5,833,300
202425,1,T,13,2,225781,227645,1864,717,1,803,495
202425,1,T,13,3,225781,228761,2980,863,9,818,120
202425,1,T,13,4,225781,229781,4000,769,2,503,465
202425,1,T,13,5,225781,230713,4932,680,8,638,90
202425,1,T,13,6,225781,231922,6141,956,6,998,210
202425,1,T,13,7,225781,233131,7350,957,4,623,360
202425,1,T,13,8,225781,233930,8149,547,7,458,180
202425,1,T,14,1,245595,246628,1033,1033,5,833,300
202425,1,T,14,2,245595,247609,2014,730,9,818,120
202425,1,T,14,3,245595,248490,2895,628,6,998,210
202425,1,T,14,4,245595,250187,4592,1445,7,458,180
202425,1,T,14,5,245595,251023,5428,584,2,503,465
202425,1,T,14,6,245595,251956,6361,681,4,623,360
202425,1,T,14,7,245595,253125,7530,918,1,803,495
202425,1,T,14,8,245595,253915,8320,538,3,953,390
