subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
18,1,P,-1,1,55572,56477,905,905,1,803,495
18,1,P,-1,2,55572,57142,1570,414,3,953,390
18,1,P,-1,3,55572,57581,2009,189,5,833,300
18,1,P,-2,1,63905,64869,964,964,2,503,465
18,1,P,-2,2,63905,65286,1381,166,4,623,360
18,1,P,-2,3,63905,65982,2077,446,8,638,90
18,1,P,-3,1,73232,74821,1589,1589,6,998,210
18,1,P,-3,2,73232,76101,2869,1029,7,458,180
18,1,P,-3,3,73232,77389,4157,1038,9,818,120
18,1,T,1,1,86876,87966,1090,1090,8,638,90
18,1,T,1,2,86876,88597,1721,381,5,833,300
18,1,T,2,1,93938,95165,1227,1227,6,998,210
18,1,T,2,2,93938,95613,1675,198,4,623,360
18,1,T,3,1,102160,102805,645,645,4,623,360
18,1,T,3,2,102160,103429,1269,373,7,458,180
18,1,T,3,3,102160,104053,1893,373,2,503,465
18,1,T,4,1,110344,111461,1117,1117,8,638,90
18,1,T,4,2,110344,111950,1606,239,1,803,495
18,1,T,4,3,110344,112765,2421,565,5,833,300
18,1,T,5,1,120641,121614,973,973,3,953,390
18,1,T,5,2,120641,122805,2164,941,4,623,360
18,1,T,5,3,120641,123686,3045,630,1,803,495
18,1,T,5,4,120641,124197,3556,261,7,458,180
18,1,T,6,1,131450,132021,571,571,6,998,210
18,1,T,6,2,131450,132814,1364,543,1,803,495
18,1,T,6,3,131450,133573,2123,509,5,833,300
18,1,T,6,4,131450,134269,2819,445,8,638,90
18,1,T,7,1,142784,143581,797,797,5,833,300
18,1,T,7,2,142784,144590,1806,758,2,503,465
18,1,T,7,3,142784,145141,2357,301,1,803,495
18,1,T,7,4,142784,145733,2949,341,8,638,90
18,1,T,7,5,142784,146253,3469,270,6,998,210
18,1,T,8,1,155281,156093,812,812,4,623,360
18,1,T,8,2,155281,156717,1436,373,2,503,465
18,1,T,8,3,155281,157237,1956,269,7,458,180
18,1,T,8,4,155281,157966,2685,479,3,953,390
18,1,T,8,5,155281,158486,3205,270,1,803,495
18,1,T,9,1,167443,169189,1746,1746,9,818,120
18,1,T,9,2,167443,170197,2754,757,3,953,390
18,1,T,9,3,167443,170837,3394,389,2,503,465
18,1,T,9,4,167443,172493,5050,1406,4,623,360
18,1,T,9,5,167443,173685,6242,941,8,638,90
18,1,T,9,6,167443,174876,7433,941,7,458,180
18,1,T,10,1,184498,186101,1603,1603,3,953,390
18,1,T,10,2,184498,187165,2667,813,2,503,465
18,1,T,10,3,184498,187549,3051,133,7,458,180
18,1,T,10,4,184498,189013,4515,1214,8,638,90
18,1,T,10,5,184498,189701,5203,437,4,623,360
18,1,T,10,6,184498,190220,5722,269,9,818,120
