subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
3,1,P,-1,1,74429,75248,819,818,1,803,495
3,1,P,-1,2,74429,75589,1160,85,3,953,390
3,1,P,-1,3,74429,75943,1514,99,5,833,300
3,1,P,-2,1,82481,83037,556,556,2,503,465
3,1,P,-2,2,82481,83338,857,45,4,623,360
3,1,P,-2,3,82481,83822,1341,228,8,638,90
3,1,P,-3,1,89995,91168,1173,1173,6,998,210
3,1,P,-3,2,89995,91676,1681,254,1,803,495
3,1,P,-3,3,89995,92208,2213,277,7,458,180
3,1,P,-3,4,89995,92646,2651,183,9,818,120
3,1,T,1,1,102282,103285,1003,1003,8,638,90
3,1,T,1,2,102282,103855,1573,314,5,833,300
3,1,T,2,1,109372,110336,964,964,6,998,210
3,1,T,2,2,109372,110898,1526,307,4,623,360
3,1,T,3,1,117150,117755,605,605,4,623,360
3,1,T,3,2,117150,118216,1066,206,7,458,180
3,1,T,3,3,117150,118740,1590,270,2,503,465
3,1,T,4,1,124778,125437,659,659,8,638,90
3,1,T,4,2,124778,126081,1303,388,1,803,495
3,1,T,4,3,124778,126562,1784,227,5,833,300
3,1,T,5,1,133749,134378,629,628,3,953,390
3,1,T,5,2,133749,134924,1175,292,4,623,360
3,1,T,5,3,133749,135551,1802,371,1,803,495
3,1,T,5,4,133749,136166,2417,359,7,458,180
3,1,T,6,1,144638,145344,706,706,6,998,210
3,1,T,6,2,144638,145825,1187,226,1,803,495
3,1,T,6,3,144638,146147,1509,68,5,833,300
3,1,T,6,4,144638,147252,2614,850,8,638,90
3,1,T,7,1,155742,156319,577,577,5,833,300
3,1,T,7,2,155742,156789,1047,215,2,503,465
3,1,T,7,3,155742,157391,1649,347,1,803,495
3,1,T,7,4,155742,157884,2142,237,8,638,90
3,1,T,7,5,155742,158408,2666,269,6,998,210
3,1,T,8,1,166572,167289,717,717,4,623,360
3,1,T,8,2,166572,167711,1139,167,7,458,180
3,1,T,8,3,166572,168278,1706,312,2,503,465
3,1,T,8,4,166572,169034,2462,501,3,953,390
3,1,T,8,5,166572,169613,3041,323,1,803,495
3,1,T,9,1,178718,179459,741,741,3,953,390
3,1,T,9,2,178718,180045,1327,331,9,818,120
3,1,T,9,3,178718,180918,2200,618,2,503,465
3,1,T,9,4,178718,181481,2763,309,4,623,360
3,1,T,9,5,178718,181919,3201,183,8,638,90
3,1,T,9,6,178718,182334,3616,159,7,458,180
3,1,T,10,1,191802,192475,673,673,3,953,390
3,1,T,10,2,191802,193030,1228,300,7,458,180
3,1,T,10,3,191802,193534,1732,248,8,638,90
3,1,T,10,4,191802,194068,2266,280,2,503,465
3,1,T,10,5,191802,194596,2794,273,9,818,120
3,1,T,10,6,191802,195083,3281,233,4,623,360
3,1,T,11,1,205203,206229,1026,1026,9,818,120
3,1,T,11,2,205203,206567,1364,82,5,833,300
3,1,T,11,3,205203,206958,1755,135,1,803,495
3,1,T,11,4,205203,207614,2411,401,7,458,180
3,1,T,11,5,205203,208082,2879,213,4,623,360
3,1,T,11,6,205203,208413,3210,75,2,503,465
3,1,T,11,7,205203,208741,3538,72,8,638,90
3,1,T,12,1,219023,219842,819,818,5,833,300
3,1,T,12,2,219023,220303,1280,205,7,458,180
3,1,T,12,3,219023,220732,1709,173,9,818,120
3,1,T,12,4,219023,221195,2172,207,2,503,465
3,1,T,12,5,219023,221630,2607,180,8,638,90
3,1,T,12,6,219023,222042,3019,156,4,623,360
3,1,T,12,7,219023,222430,3407,134,6,998,210
3,1,T,13,1,233635,234167,532,532,5,833,300
3,1,T,13,2,233635,234512,877,90,1,803,495
3,1,T,13,3,233635,235020,1385,252,9,818,120
3,1,T,13,4,233635,235484,1849,208,2,503,465
3,1,T,13,5,233635,236432,2797,693,6,998,210
3,1,T,13,6,233635,237146,3511,460,4,623,360
3,1,T,13,7,233635,237701,4066,299,7,458,180
3,1,T,14,1,248948,251504,2556,2555,5,833,300
3,1,T,14,2,248948,252021,3073,261,9,818,120
3,1,T,14,3,248948,252853,3905,577,3,953,390
3,1,T,14,4,248948,253249,4301,142,6,998,210
3,1,T,14,5,248948,253745,4797,241,4,623,360
3,1,T,14,6,248948,254151,5203,150,7,458,180
3,1,T,14,7,248948,254630,5682,224,2,503,465
3,1,T,14,8,248948,255555,6607,670,3,953,390
