subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
31,1,P,-1,1,25337,27087,1750,1750,1,803,495
31,1,P,-1,2,25337,28758,3421,1417,3,953,390
31,1,P,-1,3,25337,29773,4436,761,5,833,300
31,1,P,-2,1,37061,38679,1618,1618,2,503,465
31,1,P,-2,2,37061,39485,2424,553,4,623,360
31,1,P,-2,3,37061,40346,3285,608,8,638,90
31,1,P,-3,1,47724,48995,1271,1270,6,998,210
31,1,P,-3,2,47724,49690,1966,440,7,458,180
31,1,P,-3,3,47724,50760,3036,816,9,818,120
31,1,T,1,1,60483,61633,1150,1150,8,638,90
31,1,T,1,2,60483,62380,1897,492,5,833,300
31,1,T,2,1,68029,69659,1630,1630,6,998,210
31,1,T,2,2,68029,70581,2552,649,4,623,360
31,1,T,3,1,77092,77628,536,536,4,623,360
31,1,T,3,2,77092,78371,1279,489,7,458,180
31,1,T,3,3,77092,79149,2057,523,2,503,465
31,1,T,4,1,85420,86418,998,998,8,638,90
31,1,T,4,2,85420,87174,1754,502,1,803,495
31,1,T,4,3,85420,87795,2375,367,5,833,300
31,1,T,5,1,95184,96102,918,918,3,953,390
31,1,T,5,2,95184,96811,1627,455,4,623,360
31,1,T,5,3,95184,97359,2175,293,1,803,495
31,1,T,5,4,95184,98170,2986,556,7,458,180
31,1,T,6,1,105519,106658,1139,1138,6,998,210
31,1,T,6,2,105519,107302,1783,390,1,803,495
31,1,T,6,3,105519,107859,2340,303,5,833,300
31,1,T,6,4,105519,108681,3162,568,8,638,90
31,1,T,7,1,117123,118020,897,896,5,833,300
31,1,T,7,2,117123,119167,2044,893,2,503,465
31,1,T,7,3,117123,119952,2829,531,1,803,495
31,1,T,7,4,117123,120689,3566,484,8,638,90
31,1,T,7,5,117123,121602,4479,657,6,998,210
31,1,T,8,1,130125,131980,1855,1854,4,623,360
31,1,T,8,2,130125,133190,3065,955,2,503,465
31,1,T,8,3,130125,134066,3941,622,7,458,180
31,1,T,8,4,130125,134918,4793,599,3,953,390
31,1,T,8,5,130125,135536,5411,365,1,803,495
31,1,T,9,1,145036,145900,864,864,3,953,390
31,1,T,9,2,145036,146800,1764,646,9,818,120
31,1,T,9,3,145036,147492,2456,437,4,623,360
31,1,T,9,4,145036,148135,3099,388,2,503,465
31,1,T,9,5,145036,148873,3837,483,8,638,90
31,1,T,9,6,145036,149482,4446,355,7,458,180
31,1,T,10,1,159046,159693,647,646,3,953,390
31,1,T,10,2,159046,160651,1605,704,7,458,180
31,1,T,10,3,159046,161538,2492,634,8,638,90
31,1,T,10,4,159046,162358,3312,565,2,503,465
31,1,T,10,5,159046,163241,4195,629,9,818,120
31,1,T,10,6,159046,164053,5007,557,4,623,360
31,1,T,11,1,174435,178231,3796,3796,1,803,495
31,1,T,11,2,174435,179112,4677,627,9,818,120
31,1,T,11,3,174435,179667,5232,300,5,833,300
31,1,T,11,4,174435,180391,5956,470,2,503,465
31,1,T,11,5,174435,181353,6918,708,7,458,180
31,1,T,11,6,174435,183381,8946,1774,4,623,360
31,1,T,11,7,174435,184553,10118,918,8,638,90
31,1,T,12,1,194970,195972,1002,1002,5,833,300
31,1,T,12,2,194970,198176,3206,1950,9,818,120
31,1,T,12,3,194970,199126,4156,696,2,503,465
31,1,T,12,4,194970,200217,5247,839,7,458,180
31,1,T,12,5,194970,200915,5945,443,4,623,360
31,1,T,12,6,194970,201898,6928,728,8,638,90
31,1,T,12,7,194970,203154,8184,1002,6,998,210
