Nome do Algoritmo,Melhor Resultado,Melhores Parametros
GaussianNB,0.575,{}
RandomForestClassifier,0.5708333333333333,"{'criterion': 'entropy', 'min_samples_leaf': 5, 'min_samples_split': 5, 'n_estimators': 40}"
KNeighborsClassifier,0.5958333333333334,"{'n_neighbors': 3, 'p': 1}"
LogisticRegression,0.5375,"{'C': 1.0, 'solver': 'lbfgs', 'tol': 0.01}"
SVC,0.5958333333333333,"{'C': 1.0, 'kernel': 'rbf', 'tol': 0.001}"
MLPClassifier,0.6208333333333333,"{'activation': 'relu', 'hidden_layer_sizes': (10, 10), 'max_iter': 100, 'random_state': 0, 'solver': 'adam'}"
XGBClassifier,0.5541666666666667,"{'learning_rate': 0.05, 'max_depth': 4, 'min_child_weight': 1, 'n_estimators': 200}"
