Nome do Algoritmo,Melhor Resultado,Melhores Parametros
GaussianNB,0.5044642857142857,{}
RandomForestClassifier,0.7232142857142858,"{'criterion': 'entropy', 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 40}"
KNeighborsClassifier,0.5625,"{'n_neighbors': 1, 'p': 2}"
LogisticRegression,0.5848214285714286,"{'C': 1.0, 'solver': 'lbfgs', 'tol': 0.001}"
SVC,0.6116071428571429,"{'C': 2.0, 'kernel': 'sigmoid', 'tol': 0.001}"
MLPClassifier,0.6696428571428572,"{'activation': 'logistic', 'hidden_layer_sizes': (50, 50), 'max_iter': 100, 'random_state': 0, 'solver': 'adam'}"
XGBClassifier,0.5892857142857143,"{'learning_rate': 0.15, 'max_depth': 6, 'min_child_weight': 1, 'n_estimators': 100}"
