subnum,direction,type,trialnum,order,trialstart,itemstart,itemend,abstime,rt,posx,posy
5,1,P,-1,1,48673,50800,2127,2127,1,803,495
5,1,P,-1,2,48673,51294,2621,243,3,953,390
5,1,P,-1,3,48673,52070,3397,523,5,833,300
5,1,P,-2,1,59198,60256,1058,1058,2,503,465
5,1,P,-2,2,59198,61117,1919,609,4,623,360
5,1,P,-2,3,59198,61933,2735,559,8,638,90
5,1,P,-3,1,69675,70757,1082,1081,6,998,210
5,1,P,-3,2,69675,71620,1945,611,9,818,120
5,1,P,-3,3,69675,72469,2794,594,7,458,180
5,1,T,1,1,81354,82558,1204,1204,5,833,300
5,1,T,1,2,81354,83404,2050,594,8,638,90
5,1,T,2,1,88727,89710,983,983,4,623,360
5,1,T,2,2,88727,90397,1670,435,6,998,210
